credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,purpose,not.fully.paid
1.0,0.004023224043715848,0.8798879357902366,0.5447622185407328,0.650200267022697,0.10416666666666674,0.3127541378347224,0.02389844279953187,0.07776119402985075,0.0,0.0,0.0,debt_consolidation,0
1.0,0.005170765027322405,0.3798825272859044,0.40482009564998434,0.38818424566088117,0.05833333333333335,0.25949496979304354,0.002908000023191114,0.0382089552238806,0.030303030303030304,0.0,0.0,debt_consolidation,0
1.0,0.0027868852459016396,0.15865306608110594,0.5447622185407328,0.27036048064085444,0.08333333333333337,0.14437890156213562,0.02788482961571496,0.10925373134328359,0.030303030303030304,0.0,0.0,debt_consolidation,0
1.0,0.0061202185792349735,0.19292134953000098,0.4536574798369868,0.13351134846461948,0.04583333333333339,0.17187350863451017,0.003179667356602303,0.11462686567164179,0.0,0.0,0.2,debt_consolidation,1
1.0,0.004241803278688525,0.07404242430798189,0.38048223250624136,0.33377837116154874,0.07916666666666672,0.14610178879686933,0.004663070387515229,0.034328358208955224,0.030303030303030304,0.0,0.0,debt_consolidation,0
1.0,0.005102459016393443,0.3729271907146798,0.41350451025704404,0.7373164218958611,0.054166666666666696,0.37421014460425484,0.011468005787839408,0.10597014925373134,0.06060606060606061,0.0,0.2,debt_consolidation,0
1.0,0.004945355191256831,0.25734745313531,0.6141810179470539,0.30574098798397864,0.04166666666666674,0.23589952851947013,0.0042423173223539975,0.02716417910447761,0.06060606060606061,0.07692307692307693,0.0,debt_consolidation,0
1.0,0.00176912568306011,0.32498620831395286,0.48498448333632727,0.517022696929239,0.12916666666666665,0.36315216773944226,0.005025845668107,0.024925373134328358,0.0,0.0,0.0,debt_consolidation,0
1.0,0.0017964480874316947,0.20970934697718693,0.277970397375219,0.3247663551401869,0.09583333333333333,0.07909054464011218,0.005203092038076496,0.06656716417910448,0.0,0.0,0.0,debt_consolidation,0
1.0,0.002998633879781422,0.6148928575291789,0.42169239527082936,0.1268357810413885,0.08333333333333337,0.14781751716326658,0.00688361953652559,0.08925373134328358,0.0,0.0,0.0,debt_consolidation,0
1.0,0.004296448087431694,0.32939954784903785,0.5324510536302032,0.2937249666221629,0.050000000000000044,0.2051428898904399,0.003993841102770593,0.08671641791044776,0.0,0.0,0.2,debt_consolidation,0
1.0,0.005293715846994537,0.2593485997382284,0.35114564370322165,0.4769692923898531,0.04166666666666674,0.06528835690484232,0.0034579607225357165,0.07686567164179105,0.0,0.07692307692307693,0.0,debt_consolidation,0
