credit.policy,int.rate,installment,log.annual.inc,dti,fico,days.with.cr.line,revol.bal,revol.util,inq.last.6mths,delinq.2yrs,pub.rec,purpose,not.fully.paid
1.0,0.0035109289617486347,0.12499053511741863,0.4948676411690851,0.369826435246996,0.09166666666666667,0.28274678813544835,0.020060313461033544,0.10238805970149253,0.0,0.0,0.0,all_other,1
1.0,0.004897540983606559,0.06708708773675728,0.4262045459945256,0.07543391188251,0.050000000000000044,0.21287440584173214,0.0018312697383296931,0.1319402985074627,0.0,0.0,0.0,all_other,0
1.0,0.0013661202185792356,0.1864311443313466,0.5268327257352421,0.5367156208277702,0.13333333333333341,0.26974400095012624,0.02467948638308904,0.03462686567164179,0.030303030303030304,0.0,0.0,all_other,0
1.0,0.0017964480874316947,0.49623027248044826,0.46875026478229853,0.08644859813084112,0.15416666666666667,0.6741905772249487,0.004684604993212458,0.04119402985074627,0.0,0.0,0.0,all_other,0
1.0,0.002056010928961749,0.1550726362131816,0.6993005953510296,0.33377837116154874,0.08333333333333337,0.07874692170894364,0.01188875885300064,0.054626865671641794,0.0,0.15384615384615385,0.0,all_other,0
1.0,0.0009767759562841535,0.15112442805066686,0.5063336772434166,0.009345794392523366,0.15833333333333333,0.2560563541919126,0.001305328406878153,0.008507462686567165,0.030303030303030304,0.0,0.0,all_other,0
1.0,0.0009767759562841535,0.15112442805066686,0.6673355107848722,0.009345794392523366,0.13333333333333341,0.2484393792176765,0.0026205958625396424,0.02044776119402985,0.0,0.0,0.0,all_other,0
1.0,0.0009767759562841535,0.15112442805066686,0.6673355107848722,0.12416555407209613,0.16666666666666674,0.37798522426821773,0.07090434576625511,0.001044776119402985,0.0,0.0,0.0,all_other,0
1.0,0.0009767759562841535,0.15112442805066686,0.5606951759077465,0.12783711615487317,0.13333333333333341,0.13493165724444614,0.0030314098789175382,0.010149253731343283,0.0,0.0,0.0,all_other,0
1.0,0.00162568306010929,0.15690071067746925,0.40482009564998434,0.49332443257676895,0.13333333333333341,0.2405384380902455,0.003923439507221961,0.035671641791044775,0.0,0.0,0.0,all_other,0
1.0,0.002486338797814208,0.20528519043343751,0.4948676411690851,0.2576769025367156,0.08333333333333337,0.1211270832197308,0.0027845901674646897,0.10343283582089552,0.0,0.0,0.0,all_other,0
1.0,0.0009767759562841535,0.15112442805066686,0.4367851802161413,0.08511348464619492,0.13333333333333341,0.4587938835813538,0.0021219869152422767,0.020895522388059702,0.06060606060606061,0.0,0.0,all_other,0
1.0,0.0029234972677595634,0.10570380866875076,0.33749255836084635,0.050066755674232306,0.05833333333333335,0.07050235765034407,0.001558774150853226,0.04835820895522388,0.0,0.0,0.0,all_other,0
1.0,0.003135245901639344,0.018259110625547612,0.41346237213888637,0.482977303070761,0.0625,0.05332121109191684,0.0037147194827719015,0.05507462686567164,0.030303030303030304,0.0,0.0,all_other,1
1.0,0.002704918032786885,0.10514132421820072,0.5324510536302032,0.3691588785046729,0.07500000000000007,0.2749556154061825,0.013508823804684439,0.030597014925373135,0.0,0.07692307692307693,0.0,all_other,0
1.0,0.0033538251366120224,0.1245254037448484,0.3223997725560406,0.6008010680907877,0.07916666666666672,0.11528787967931102,0.004582729743183262,0.11880597014925372,0.030303030303030304,0.0,0.0,all_other,0
1.0,0.001195355191256831,0.08437266758250675,0.46875026478229853,0.17857142857142855,0.125,0.46910495780585565,0.017434748074102235,0.001044776119402985,0.0,0.0,0.0,all_other,0
1.0,0.0018442622950819668,0.07894252923296594,0.594160263454127,0.5006675567423231,0.10833333333333339,0.1630514671117387,0.006754411902342219,0.022238805970149253,0.030303030303030304,0.0,0.0,all_other,0
1.0,0.002486338797814208,0.12195095568271551,0.5680428870673406,0.5006675567423231,0.09166666666666667,0.1630514671117387,0.006754411902342219,0.022238805970149253,0.030303030303030304,0.0,0.0,all_other,0
1.0,0.001195355191256831,0.1181433686328383,0.4991019089383042,0.11548731642189586,0.11250000000000004,0.13401532942799668,0.0015885912972032346,0.025522388059701494,0.0,0.0,0.0,all_other,0
1.0,0.0014139344262295078,0.3053857886140167,0.5018567829571725,0.1164886515353805,0.15000000000000002,0.32988040019406706,0.033448212172187394,0.013731343283582088,0.030303030303030304,0.0,0.0,all_other,0
1.0,0.0014139344262295078,0.32234685819983344,0.6465607166132599,0.024032042723631505,0.14583333333333337,0.448487581935743,0.0025294879153590607,0.00835820895522388,0.09090909090909091,0.0,0.0,all_other,0
1.0,0.0014139344262295078,0.3053857886140167,0.5529501021220287,0.08144192256341788,0.15000000000000002,0.48903270152418576,0.033448212172187394,0.014328358208955224,0.0,0.0,0.0,all_other,0
1.0,0.004002732240437159,0.08523802827566065,0.4536574798369868,0.09345794392523363,0.04583333333333339,0.3024478361891116,0.0023605240860423453,0.11194029850746269,0.0,0.07692307692307693,0.0,all_other,0
1.0,0.004433060109289617,0.23633000530033427,0.3575133124240264,0.1672229639519359,0.04166666666666674,0.05332121109191684,0.0008787775632599749,0.12223880597014926,0.09090909090909091,0.0,0.0,all_other,0
1.0,0.0009767759562841535,0.10994407606520494,0.594160263454127,0.0,0.13333333333333341,0.21482160245168724,0.0,0.0,0.030303030303030304,0.0,0.0,all_other,0
1.0,0.0009767759562841535,0.1603621534500849,0.5447622185407328,0.08811748998664887,0.14166666666666672,0.5172121681694519,0.004770743416001371,0.023880597014925373,0.0,0.0,0.0,all_other,0
1.0,0.0029234972677595634,0.14601879996105877,0.4555548454433338,0.10881174899866487,0.0625,0.36257946285416137,8.696667685419167e-05,0.05223880597014925,0.030303030303030304,0.07692307692307693,0.0,all_other,1
1.0,0.003565573770491803,0.33831276298852314,0.395575018884043,0.6809078771695594,0.10833333333333339,0.17702546631259283,0.0,0.0,0.09090909090909091,0.0,0.0,all_other,0
1.0,0.0014139344262295078,0.16203878979307063,0.4824033502679228,0.40053404539385845,0.15416666666666667,0.4931585629876538,0.010295198031405738,0.028656716417910448,0.030303030303030304,0.0,0.0,all_other,0
1.0,0.0029234972677595634,0.08906724934286674,0.5529501021220287,0.304739652870494,0.07083333333333341,0.17874358096843557,0.031990485017298086,0.14597014925373133,0.0,0.0,0.0,all_other,0
1.0,0.0029234972677595634,0.13287613443378365,0.4002721269528584,0.8281041388518023,0.12916666666666665,0.32134471111393603,0.005592371448757163,0.03671641791044777,0.06060606060606061,0.0,0.0,all_other,0
1.0,0.002056010928961749,0.26774259846182136,0.594160263454127,0.40587449933244324,0.10833333333333339,0.5464177310293327,0.006076071822879525,0.04462686567164179,0.0,0.0,0.0,all_other,0
1.0,0.002274590163934426,0.09624974309604424,0.49956474923790006,0.12783711615487317,0.07500000000000007,0.20107907149439097,0.0058714930687558545,0.06253731343283582,0.030303030303030304,0.0,0.0,all_other,0
1.0,0.0033538251366120224,0.1598970220775147,0.4331584313451611,0.39319092122830435,0.07916666666666672,0.2697463872395718,0.004477541476892954,0.049850746268656716,0.0,0.0,0.2,all_other,1
1.0,0.002704918032786885,0.01793460036561489,0.4176569456174424,0.1945927903871829,0.0625,0.11339556726843854,0.000983965829550283,0.004477611940298508,0.06060606060606061,0.0,0.0,all_other,1
1.0,0.003135245901639344,0.061386524170605875,0.4948676411690851,0.27169559412550065,0.07916666666666672,0.2646493137605717,0.016988319132917384,0.09253731343283582,0.030303030303030304,0.0,0.0,all_other,1
1.0,0.0014139344262295078,0.26383765833396433,0.4658562487376283,0.3301068090787717,0.13333333333333341,0.5550106905979918,0.0064139994815129555,0.025522388059701494,0.0,0.0,0.0,all_other,0
1.0,0.002486338797814208,0.16620333812887383,0.5169495679024845,0.586448598130841,0.10416666666666674,0.30072733524382333,0.04287125867285538,0.056716417910447764,0.030303030303030304,0.0,0.0,all_other,0
1.0,0.003135245901639344,0.15907492941901846,0.29628239659900113,0.8144192256341788,0.10416666666666674,0.1735868507114619,0.0,0.0,0.09090909090909091,0.0,0.0,all_other,0
1.0,0.0029234972677595634,0.08819107164104839,0.4294374690565472,0.6652202937249666,0.0625,0.13750882922821023,0.0006394121383946282,0.14402985074626865,0.0,0.0,0.0,all_other,0
